,barcode,catno,community,country,format,genre,id,label,resource_url,style,thumb,title,type,uri,year
49,[],LEJ-1,"{'have': 76, 'want': 4}",US,"['Vinyl', 'LP', '10""', 'Compilation']",['Jazz'],741071,"['RCA Victor', 'The RCA Victor Encyclopedia Of Recorded Jazz']",https://api.discogs.com/masters/741071,['Swing'],https://api-img.discogs.com/nOG0Nx2EWSUsmlE7jILZ81Bu0G8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5803767-1403110675-8488.jpeg.jpg,Various - The RCA Victor Encyclopedia Of Recorded Jazz: Album 1 All-Bec,master,/Various-The-RCA-Victor-Encyclopedia-Of-Recorded-Jazz-Album-1-All-Bec/master/741071,1956
0,[],HAL 106,"{'have': 8, 'want': 0}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2665332,"['Halcyon Records', 'Halcyon Records']",https://api.discogs.com/releases/2665332,[],https://api-img.discogs.com/Ddyra2gR5z063d3sW9sBGqsWiko=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2665332-1355288447-1597.jpeg.jpg,"Teddy Wilson, Marian McPartland - Elegant Piano",release,/Teddy-Wilson-And-Marian-McPartland-Elegant-Piano/release/2665332,1972
1,[],IC 1055,"{'have': 23, 'want': 11}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2665596,['Inner City Records'],https://api.discogs.com/releases/2665596,"['Fusion', 'Latin Jazz']",https://api-img.discogs.com/dVdRpt8yc-odroc9lvcUQtB--a4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2665596-1295701216.jpeg.jpg,Listen Featuring Mel Martin - Growing,release,/Listen-Featuring-Mel-Martin-Growing/release/2665596,1978
2,[],MG 20119,"{'have': 15, 'want': 7}",US,"['Vinyl', 'LP']",['Jazz'],2669079,['Mercury'],https://api.discogs.com/releases/2669079,[],https://api-img.discogs.com/DtRHU8O24zT-6VbztWhZctlQIlM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2669079-1377116964-3450.jpeg.jpg,Dinah Washington - Music For A First Love,release,/Dinah-Washington-Music-For-A-First-Love/release/2669079,1957
3,[],ID-04,"{'have': 7, 'want': 10}",Japan,"['CD', 'Album']",['Jazz'],2640074,['Idiolect'],https://api.discogs.com/releases/2640074,['Free Improvisation'],https://api-img.discogs.com/3QVW_Kffm-1seynsB84zmE6F0rs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2640074-1294518188.jpeg.jpg,"Elliott Sharp, Michiyo Yagi - Reflexions",release,/Elliott-Sharp-Michiyo-Yagi-Reflexions/release/2640074,2010
4,[],539 787-2,"{'have': 5, 'want': 1}",US,"['CD', 'Compilation']",['Jazz'],2641464,['Polygram Records'],https://api.discogs.com/releases/2641464,[],https://api-img.discogs.com/pFqCI1DgFWNZ0-2Zj3JjfIwwicI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2641464-1294582313.jpeg.jpg,Wes Montgomery - Ultimate Wes Montgomery,release,/Wes-Montgomery-Ultimate-Wes-Montgomery/release/2641464,1998
5,[],CD042,"{'have': 2, 'want': 2}",US,"['CD', 'Album']",['Jazz'],2680878,['pfMENTUM'],https://api.discogs.com/releases/2680878,['Free Improvisation'],https://api-img.discogs.com/y2IS8NhJ7kyyZ7G72w4YVKkgMSM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2680878-1296325092.jpeg.jpg,Brad Dutz - When Manatees Attack,release,/Brad-Dutz-When-Manatees-Attack/release/2680878,2007
6,[],CLP 5009,"{'have': 31, 'want': 3}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2669978,"['Crown Records', 'Crown Records']",https://api.discogs.com/releases/2669978,[],https://api-img.discogs.com/nqhwLnNW35Zw5BUGS_a1Qij4fMU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2669978-1295822885.jpeg.jpg,"Modern Jazz Stars, The - Jazz Masquerade",release,/Modern-Jazz-Stars-Jazz-Masquerade/release/2669978,1958
7,[],UPS-2205-B,"{'have': 2, 'want': 7}",Japan,"['Vinyl', 'LP', 'Album', 'Reissue', 'Mono']",['Jazz'],2654486,"['Baybridge Records', 'Argo Records', 'Van Gelder Studio, Englewood Cliffs, New Jersey']",https://api.discogs.com/releases/2654486,['Hard Bop'],https://api-img.discogs.com/rVJmaH-ynYBMv78HDcwlhX7ExaY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2654486-1295171986.jpeg.jpg,"Mike Mainieri Quartet, The - Blues On The Other Side",release,/Mike-Mainieri-Quartet-Blues-On-The-Other-Side/release/2654486,1983
8,[],CMS 1009,"{'have': 3, 'want': 1}",UK,"['Vinyl', 'LP', 'Album']",['Jazz'],2699090,['Chapter 1'],https://api.discogs.com/releases/2699090,[],,Ray Ellington His Big Band & Singers - Everybody Dance!,release,/Ray-Ellington-His-Big-Band-Singers-Everybody-Dance/release/2699090,1972
9,"['50999-9-05861-25', 'SDRM/BIEM']",509999 05861 2 5,"{'have': 14, 'want': 1}",Europe,"['CD', 'Album']",['Jazz'],2664687,"['Blue Note', 'Sear Sound']",https://api.discogs.com/releases/2664687,"['Bop', 'Contemporary Jazz']",https://api-img.discogs.com/hgW5py9flUrhOXXXX6ltmy-55Hg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2664687-1295619277.jpeg.jpg,Joe Lovano Us Five - Bird Songs,release,/Joe-Lovano-Us-Five-Bird-Songs/release/2664687,2011
10,['JASRAC'],SRCS 9154,"{'have': 3, 'want': 9}",Japan,"['CD', 'Album', 'Reissue', 'Remastered', 'Limited Edition']",['Jazz'],2664858,"['Sony Records', 'Master Sound', 'Sony Music Entertainment (Japan) Inc.', 'Sony Music Entertainment Inc.', 'Sony Music Entertainment Inc.']",https://api.discogs.com/releases/2664858,['Fusion'],,Weather Report - Sportin' Life,release,/Weather-Report-Sportin-Life/release/2664858,1997
11,['7290011216078'],Aum007,"{'have': 9, 'want': 4}",Israel,"['CD', 'Album']",['Jazz'],2462485,['Auris Media'],https://api.discogs.com/releases/2462485,"['Free Jazz', 'Contemporary Jazz', 'Free Improvisation', 'Avant-garde Jazz']",https://api-img.discogs.com/KK-BSzH48NXmoYv6XY54rryzRH0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2462485-1285425616.jpeg.jpg,Slava Ganelin* And Ned Rothenberg - Falling Into Place,release,/Slava-Ganelin-And-Ned-Rothenberg-Falling-Into-Place/release/2462485,2006
12,['602527153773'],0602527153773,"{'have': 11, 'want': 8}",Europe,"['CD', 'Compilation']",['Jazz'],2463022,['Universal Music International / Jazz'],https://api.discogs.com/releases/2463022,[],https://api-img.discogs.com/-kwhMvqv0KGSyfeeqel6augj3P0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2463022-1293925058.jpeg.jpg,Nicola Conte - Presents Spiritual Swingers,release,/Nicola-Conte-Presents-Spiritual-Swingers/release/2463022,2010
13,[],JZD0102,"{'have': 2, 'want': 0}",US,"['CD', 'Compilation', 'Promo']",['Jazz'],2472390,['Jazziz'],https://api.discogs.com/releases/2472390,['Contemporary Jazz'],https://api-img.discogs.com/12Lg9OcScnPIIPwxaoDZ0grv9tU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2472390-1286035059.jpeg.jpg,Various - Jazziz Magazine On-Disc - January 2002  Homeland,release,/Various-Jazziz-Magazine-On-Disc-January-2002-Homeland/release/2472390,
14,[],JZD0202,"{'have': 1, 'want': 0}",US,"['CD', 'Promo', 'Compilation']",['Jazz'],2472408,['Jazziz'],https://api.discogs.com/releases/2472408,['Contemporary Jazz'],https://api-img.discogs.com/lSw5bHsmjyjE-8eK3IvTMWbtEhY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2472408-1286035190.jpeg.jpg,Various - Jazziz Magazine On-Disc - February 2002 -Traces Of Love,release,/Various-Jazziz-Magazine-On-Disc-February-2002-Traces-Of-Love/release/2472408,2002
15,[],7NJ.2041,"{'have': 2, 'want': 0}",UK,"['Vinyl', '7""', '45 RPM']",['Jazz'],2472547,"['Pye Records', 'Jazz Today Series']",https://api.discogs.com/releases/2472547,[],,"Ian Menzies (2) And Clyde Valley Stompers, The - The Big Man",release,/Ian-Menzies-The-Big-ManBlack-Angus/release/2472547,1961
16,[],SCD2167,"{'have': 3, 'want': 0}",Unknown,"['Vinyl', '7""']",['Jazz'],2472686,['Columbia'],https://api.discogs.com/releases/2472686,[],,Chris Barber's Jazz Band - Landsdowne Jazz Series,release,/Chris-Barbers-Jazz-Band-Landsdowne-Jazz-Series/release/2472686,
17,[],NJE.1070,"{'have': 2, 'want': 1}",UK,"['Vinyl', '7""', '45 RPM', 'EP']",['Jazz'],2559415,"['Pye Records', 'Jazz Today Series']",https://api.discogs.com/releases/2559415,[],https://api-img.discogs.com/XzD0iimraULxumUnSVTDMQkAaLA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2559415-1290430675.jpeg.jpg,Mr. Acker Bilk* - Requests - Part One,release,/Mr-Acker-Bilk-Requests-Part-One/release/2559415,1958
18,[],PR 7734,"{'have': 21, 'want': 41}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2559477,"['Prestige', 'Van Gelder Studio, Englewood Cliffs, New Jersey']",https://api.discogs.com/releases/2559477,['Soul-Jazz'],https://api-img.discogs.com/GuGo7ae3wtwnEdukO8Vwd6pYJEo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2559477-1290432194.jpeg.jpg,Billy Butler (3) - Guitar Soul!,release,/Billy-Butler-Guitar-Soul/release/2559477,1969
19,[],T611,"{'have': 4, 'want': 4}",UK,"['Vinyl', 'LP', 'Compilation']",['Jazz'],2559585,['World Record Club'],https://api.discogs.com/releases/2559585,['Easy Listening'],https://api-img.discogs.com/c7y5ZpoZMCbgyMttvY5QayyG5p4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2559585-1307011080.jpeg.jpg,Frank Sinatra - When Your Lover Has Gone,release,/Frank-Sinatra-When-Your-Lover-Has-Gone/release/2559585,
20,[],SAJ-09,"{'have': 11, 'want': 17}",Germany,"['Vinyl', 'LP']",['Jazz'],2559662,['FMP'],https://api.discogs.com/releases/2559662,['Free Jazz'],https://api-img.discogs.com/c19xdNdSZoOcV06yjT4Y4gpuOic=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2559662-1290440923.jpeg.jpg,Michael Smith Quartet - Austin Stream - Live In Berlin,release,/Michael-Smith-Quartet-Austin-Stream-Live-In-Berlin/release/2559662,1977
21,['4 017867 031968'],KCD 5235,"{'have': 3, 'want': 1}",Germany,"['CD', 'Album']",['Jazz'],2555499,"['Konnex Records', 'Systems Two']",https://api.discogs.com/releases/2555499,['Contemporary Jazz'],https://api-img.discogs.com/hXR_UF0IfJz7kZr6_Uyx82fKEX4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2555499-1290252871.jpeg.jpg,Dom Minasi String Quartet - Dissonance Makes The Heart Grow Fonder,release,/Dom-Minasi-String-Quartet-Dissonance-Makes-The-Heart-Grow-Fonder/release/2555499,2009
22,"['0 17685 08992 3', '017685089923', 'DDD']",CD-899,"{'have': 14, 'want': 7}",US,"['CD', 'Album']",['Jazz'],2495380,"['Music And Arts Programs Of America, Inc.', 'Music And Arts Programs Of America, Inc.', 'Mills College']",https://api.discogs.com/releases/2495380,['Free Jazz'],https://api-img.discogs.com/YPA4B7GCdFcQvN8aizGo2gXEDUQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2495380-1287165297.jpeg.jpg,"Marilyn Crispell - Live At Mills College, 1995",release,/Marilyn-Crispell-Live-At-Mills-College-1995/release/2495380,1995
23,[],ALCR-115,"{'have': 1, 'want': 0}",Japan,"['CD', 'Album']",['Jazz'],2495924,"['Alfa Jazz', 'Alfa Records, Inc', 'Alfa Records, Inc']",https://api.discogs.com/releases/2495924,[],https://api-img.discogs.com/_P2hoW3lWroAMLuAucytPXEpSIM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2495924-1287174437.jpeg.jpg,Bill Evans Trio* - Someday My Prince Will Come,release,/Bill-Evans-Trio-Someday-My-Prince-Will-Come/release/2495924,1991
24,['MCPS'],PS015,"{'have': 2, 'want': 1}",Unknown,"['CD', 'Compilation']",['Jazz'],2502837,['Not On Label'],https://api.discogs.com/releases/2502837,"['Bop', 'Big Band', 'Swing', 'Easy Listening']",,Various - Just Swing,release,/Various-Just-Swing/release/2502837,
25,[],CHR 70098,"{'have': 10, 'want': 0}",Netherlands,"['CD', 'Album']",['Jazz'],2503498,['Challenge Records'],https://api.discogs.com/releases/2503498,['Smooth Jazz'],https://api-img.discogs.com/q2Vw1Ix4skAsf4xYzPw4m5vR2nM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2503498-1287607892.jpeg.jpg,"Marc Copland, John Abercrombie, Kenny Wheeler - That's For Sure",release,/Marc-Copland-John-Abercrombie-Kenny-Wheeler-Thats-For-Sure/release/2503498,2001
26,[],S 67288,"{'have': 17, 'want': 12}",Europe,"['Vinyl', 'LP', 'Album']",['Jazz'],2503791,['CBS'],https://api.discogs.com/releases/2503791,"['Post Bop', 'Big Band']",https://api-img.discogs.com/n_MSQVT0pLLq6n-jAZKyfv9g01Y=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2503791-1332244267.jpeg.jpg,Charles Mingus - Charles Mingus And Friends In Concert,release,/Charles-Mingus-Charles-Mingus-And-Friends-In-Concert/release/2503791,1973
27,[],MW 728-2,"{'have': 0, 'want': 1}",Poland,"['CD', 'Album']",['Jazz'],2577688,['Not Two Records'],https://api.discogs.com/releases/2577688,['Contemporary Jazz'],https://api-img.discogs.com/ePZAsXrNcGRbEbsCfw2Q3siwW0g=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2577688-1291392653.jpeg.jpg,Leszek Kułakowski - Baltic Wind ,release,/Leszek-Ku%C5%82akowski-Baltic-Wind-/release/2577688,2001
28,[],2353 102,"{'have': 1, 'want': 0}",UK,"['Vinyl', 'LP']",['Jazz'],2577967,['MGM Records'],https://api.discogs.com/releases/2577967,['Easy Listening'],,David Rose - The Special Magic Of David Rose,release,/David-Rose-The-Special-Magic-Of-David-Rose/release/2577967,
29,[],MOS 009,"{'have': 8, 'want': 22}",France,"['Vinyl', 'LP', 'Album']",['Jazz'],2589133,['Mosquito Jazz'],https://api.discogs.com/releases/2589133,['Modal'],https://api-img.discogs.com/_09Es28DAhNpRdVYGRbuAHRW96Y=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2589133-1291977852.jpeg.jpg,Equinox Jazz Quintet - Five Aces,release,/Equinox-jazz-quintet-Five-aces/release/2589133,1985
30,[],SLAMCD243,"{'have': 1, 'want': 1}",UK,"['CD', 'Album']",['Jazz'],2589195,"['Slam Productions', 'The Warehouse Studios', 'Shank Studios']",https://api.discogs.com/releases/2589195,"['Free Jazz', 'Big Band', 'Free Improvisation']",https://api-img.discogs.com/sCK3YDBnkiuQoisevasgrkGkYoc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2589195-1291968877.jpeg.jpg,Meltdown (14) - Meltdown,release,/Meltdown-Meltdown/release/2589195,2001
31,['GEMA'],1C 062-28 878,"{'have': 7, 'want': 0}",Germany,"['Vinyl', 'LP']",['Jazz'],2629749,['Columbia'],https://api.discogs.com/releases/2629749,"['Big Band', 'Easy Listening']",https://api-img.discogs.com/a47iehu7LIEXqvj-mIJpZSYycLs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2629749-1294061978.jpeg.jpg,Hugo Strasser Und Sein Tanzorchester - Die Tanzplatte Des Jahres 1970/71,release,/Hugo-Strasser-Und-Sein-Tanzorchester-Die-Tanzplatte-Des-Jahres-197071/release/2629749,1970
32,[],45-5081,"{'have': 3, 'want': 1}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],2623811,['Atlantic'],https://api.discogs.com/releases/2623811,['Soul-Jazz'],https://api-img.discogs.com/82d9PN_39T5OyfZL4-rQHbUHhL0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2623811-1367736039-2986.jpeg.jpg,Sonny Stitt - Deuces Wild,release,/Sonny-Stitt-Deuces-Wild/release/2623811,
33,[],M52960,"{'have': 9, 'want': 4}",US,"['Vinyl', 'Reissue']",['Jazz'],2623936,['Murray Hill Records'],https://api.discogs.com/releases/2623936,[],https://api-img.discogs.com/E3aT8dG9CFIYzLz8U4Pyu_em7zU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2623936-1390698039-7095.jpeg.jpg,Jelly Roll Morton - The Legendary Jelly Roll Morton,release,/Jelly-Roll-Morton-The-Legendary-Jelly-Roll-Morton/release/2623936,1974
34,[],SLAMCD 253,"{'have': 4, 'want': 1}",UK,"['CD', 'Album']",['Jazz'],2595154,['Slam Productions'],https://api.discogs.com/releases/2595154,['Free Improvisation'],https://api-img.discogs.com/zSEjDD3t58MZQ2b7ZVlAqQ-_lpY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2595154-1292269878.jpeg.jpg,Steve Harris* - Zaum,release,/Steve-Harris-Zaum/release/2595154,
35,[],ENY-CD-3433,"{'have': 4, 'want': 2}",Netherlands,"['CD', 'Album']",['Jazz'],2617124,['Ensayo'],https://api.discogs.com/releases/2617124,[],https://api-img.discogs.com/uGbSj8EBpVzUBfRETeJUXQL8Bks=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2617124-1293475001.jpeg.jpg,Ben Webster & Trio Tete Montoliu* - Gentle Ben,release,/Ben-Webster-Tete-Montoliu-Trio-Gentle-Ben/release/2617124,1999
36,[],ID-01,"{'have': 15, 'want': 18}",Japan,"['CD', 'Album']",['Jazz'],2617155,"['Idiolect', 'Bomba Records', 'SuperDeluxe', 'JVC Mastering Center']",https://api.discogs.com/releases/2617155,['Free Jazz'],https://api-img.discogs.com/9rVPY_FKJBh_3Btlp0ZODdQ2bpM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2617155-1293475696.jpeg.jpg,Michiyo Yagi / Ingebrigt Håker Flaten / Paal Nilssen-Love - Live! At Super Deluxe,release,/Michiyo-Yagi-Ingebrigt-H%C3%A5ker-Flaten-Paal-Nilssen-Love-Live-At-Super-Deluxe/release/2617155,2006
37,[],M-8004,"{'have': 0, 'want': 0}",Italy,"['Vinyl', 'LP', 'Compilation']",['Jazz'],2618110,"[""Collector's Must..!""]",https://api.discogs.com/releases/2618110,[],https://api-img.discogs.com/YP_QiRK4oFKekJTC07XhVjp8iaQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2618110-1293531613.jpeg.jpg,Glenn Miller - Early Glenn Miller Vol.2,release,/Glenn-Miller-Early-Glenn-Miller-Vol2/release/2618110,1988
38,[],T 915,"{'have': 36, 'want': 16}",US,"['Vinyl', 'LP']",['Jazz'],2756821,['Capitol Records'],https://api.discogs.com/releases/2756821,['Easy Listening'],https://api-img.discogs.com/kgEWYgPlN4vXi6s9IkwXRn-Nf3g=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2756821-1403436065-7315.jpeg.jpg,Nelson Riddle - Sea Of Dreams,release,/Nelson-Riddle-Sea-Of-Dreams/release/2756821,1958
39,[],45-17201,"{'have': 0, 'want': 0}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],2756838,['Dot Records'],https://api.discogs.com/releases/2756838,['Big Band'],https://api-img.discogs.com/DksBmiBQjPsgvINSxPA9sIgkXBo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2756838-1301077324.jpeg.jpg,Count Basie And His Orchestra* - Hay Burner,release,/Count-Basie-And-His-Orchestra-Hay-Burner/release/2756838,1969
40,"['8 711638 809928', 'BIEM/MCPS', 'ADD']",3880992,"{'have': 2, 'want': 0}",UK & Europe,"['CD', 'Compilation']",['Jazz'],2738627,"['Galaxy Music', 'The Starlight Collection', 'Galaxy Music Ltd.', 'Galaxy Music Ltd.']",https://api.discogs.com/releases/2738627,['Big Band'],https://api-img.discogs.com/90wEL1wnuY9JIou2dSPE0zHdzyE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2738627-1299947786.jpeg.jpg,Glenn Miller - Golden Hits,release,/Glenn-Miller-Golden-Hits/release/2738627,1994
41,[],PRO-E-795,"{'have': 11, 'want': 7}",US,"['Vinyl', 'LP', 'Compilation', 'Promo']",['Jazz'],2738999,['ECM Records'],https://api.discogs.com/releases/2738999,[],https://api-img.discogs.com/frXxf30nw7PQbYj-08RT8qKIya8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2738999-1367734262-1612.jpeg.jpg,Various - ECM Sampler 2,release,/Various-ECM-Sampler-2/release/2738999,1979
42,[],LT-1102,"{'have': 20, 'want': 10}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],2728286,"['Blue Note', 'Blue Note Classic', 'Liberty Records, Inc.', ""Donte's""]",https://api.discogs.com/releases/2728286,['Afro-Cuban Jazz'],https://api-img.discogs.com/9YCUQStLud2p5AmemuA7Qw0Bzsc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2728286-1362930744-3136.jpeg.jpg,Jean-Luc Ponty - Live At Donte's,release,/Jean-Luc-Ponty-Live-At-Dontes/release/2728286,1981
43,[],insub32,"{'have': 2, 'want': 0}",Switzerland,"['File', 'MP3', 'Album']",['Jazz'],2729195,['Insubordinations'],https://api.discogs.com/releases/2729195,"['Free Improvisation', 'Experimental']",https://api-img.discogs.com/CgqpeeBF0BqcMtAomKMRehXBUpk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2729195-1298387343.jpeg.jpg,Relentless (14) - Metal Workshop,release,/Relentless-Metal-Workshop/release/2729195,2010
44,[],SCD2-9042-2,"{'have': 11, 'want': 0}",US,"['CD', 'Album']",['Jazz'],2733862,['Stretch Records'],https://api.discogs.com/releases/2733862,['Fusion'],https://api-img.discogs.com/BcHim8OlW4BPbOYGc4MI3_lXsok=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2733862-1298592343.jpeg.jpg,Dave Weckl Band* - Live (And Very Plugged In),release,/Dave-Weckl-Band-Live-And-Very-Plugged-In/release/2733862,2003
45,[],CRL 757245,"{'have': 16, 'want': 0}",US,"['Vinyl', 'LP']",['Jazz'],2704123,['Coral'],https://api.discogs.com/releases/2704123,['Dixieland'],https://api-img.discogs.com/fT6PRn6Jy9rWMG1mpH1X-ZPnWh8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2704123-1377783863-9711.jpeg.jpg,"Teresa Brewer And Dixieland Band, The - Teresa Brewer And The Dixieland Band",release,/Teresa-Brewer-And-Dixieland-Band-Teresa-Brewer-And-The-Dixieland-Band/release/2704123,1958
46,[],2308 213,"{'have': 5, 'want': 6}",France,"['Vinyl', 'LP', 'Album']",['Jazz'],2704402,"['Pablo Live', 'Montreux Jazz Festival']",https://api.discogs.com/releases/2704402,"['Swing', 'Bop']",https://api-img.discogs.com/jjzgEiNsJX952i_5vr580Jb9rn4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2704402-1358843829-2744.jpeg.jpg,"Oscar Peterson And The Bassists Ray Brown, Niels Pedersen* - Montreux '77",release,/Oscar-Peterson-Montreux-77/release/2704402,1977
47,['SIAE'],HP 10,"{'have': 0, 'want': 3}",Italy,"['Vinyl', 'LP', 'Album']",['Jazz'],2704851,"['Splasc(h) Records', 'B.M.S. Recording Studio']",https://api.discogs.com/releases/2704851,['Contemporary Jazz'],https://api-img.discogs.com/5EAr48oFdlIauxa01FLhirQHXLs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2704851-1297321700.jpeg.jpg,New Emily Jazz Orchestra - Neanthropus Retractus,release,/New-Emily-Jazz-Orchestra-Neanthropus-Retractus/release/2704851,1988
